Date,Country,State/Province,Confirmed,Deaths,Recovered,Active,Tests Conducted
2020-06-27,India,Maharashtra,2467,44,1715,708,3541
2020-06-27,India,Kerala,4568,60,1572,2936,7493
2020-06-27,India,Delhi,4343,24,2964,1355,14185
2020-06-27,USA,New York,4157,56,3802,299,8566
2020-06-27,USA,California,2264,6,793,1465,5110
2020-06-27,USA,Texas,1222,43,971,208,10373
2020-06-27,Brazil,São Paulo,1444,20,1372,52,3150
2020-06-27,Brazil,Rio de Janeiro,442,20,186,236,6112
2020-06-27,Brazil,Bahia,1716,55,514,1147,8193
2020-06-27,Italy,Lombardy,3712,11,427,3274,5571
2020-06-27,Italy,Lazio,4402,45,1294,3063,5878
2020-06-27,Italy,Veneto,3973,131,475,3367,6133
2020-06-27,South Africa,Gauteng,1927,92,910,925,8267
2020-06-27,South Africa,KwaZulu-Natal,3432,50,3060,322,9768
2020-06-27,South Africa,Western Cape,1884,14,667,1203,6615
2020-06-28,India,Maharashtra,803,15,755,33,8562
2020-06-28,India,Kerala,1638,48,451,1139,3842
2020-06-28,India,Delhi,3858,149,1984,1725,5748
2020-06-28,USA,New York,3570,37,885,2648,12024
2020-06-28,USA,California,1458,49,764,645,4692
2020-06-28,USA,Texas,3749,184,795,2770,10624
2020-06-28,Brazil,São Paulo,2209,25,1375,809,5293
2020-06-28,Brazil,Rio de Janeiro,262,11,145,106,2239
2020-06-28,Brazil,Bahia,2298,17,455,1826,10925
2020-06-28,Italy,Lombardy,3756,107,701,2948,10385
2020-06-28,Italy,Lazio,1801,37,1236,528,5369
2020-06-28,Italy,Veneto,1392,29,177,1186,9137
2020-06-28,South Africa,Gauteng,4274,125,1773,2376,13031
2020-06-28,South Africa,KwaZulu-Natal,3790,71,59,3660,11804
2020-06-28,South Africa,Western Cape,2020,31,670,1319,10134
2020-06-29,India,Maharashtra,4746,56,1220,3470,5829
2020-06-29,India,Kerala,3422,11,164,3247,12133
2020-06-29,India,Delhi,4130,8,3487,635,13831
2020-06-29,USA,New York,3230,122,2853,255,5835
2020-06-29,USA,California,3706,126,985,2595,6067
2020-06-29,USA,Texas,4575,192,101,4282,12237
2020-06-29,Brazil,São Paulo,1785,16,734,1035,7631
2020-06-29,Brazil,Rio de Janeiro,1958,82,185,1691,3218
2020-06-29,Brazil,Bahia,3930,171,1248,2511,7580
2020-06-29,Italy,Lombardy,3762,146,3060,556,5161
2020-06-29,Italy,Lazio,3726,118,3161,447,6997
2020-06-29,Italy,Veneto,3320,47,3235,38,10388
2020-06-29,South Africa,Gauteng,3803,180,2594,1029,4825
2020-06-29,South Africa,KwaZulu-Natal,579,12,340,227,10277
2020-06-29,South Africa,Western Cape,267,4,218,45,5687
2020-06-30,India,Maharashtra,4443,147,1696,2600,6769
2020-06-30,India,Kerala,2750,14,2108,628,9713
2020-06-30,India,Delhi,422,3,196,223,7411
2020-06-30,USA,New York,3812,158,167,3487,10801
2020-06-30,USA,California,3001,44,2654,303,5098
2020-06-30,USA,Texas,4593,181,1677,2735,7860
2020-06-30,Brazil,São Paulo,2743,61,2210,472,5603
2020-06-30,Brazil,Rio de Janeiro,3919,188,3081,650,8356
2020-06-30,Brazil,Bahia,1846,41,722,1083,7226
2020-06-30,Italy,Lombardy,4125,174,1732,2219,9665
2020-06-30,Italy,Lazio,446,2,190,254,7102
2020-06-30,Italy,Veneto,3706,124,2053,1529,13335
2020-06-30,South Africa,Gauteng,1005,30,726,249,10719
2020-06-30,South Africa,KwaZulu-Natal,4365,74,3702,589,11396
2020-06-30,South Africa,Western Cape,537,6,468,63,2967
2020-07-01,India,Maharashtra,656,25,183,448,6380
2020-07-01,India,Kerala,630,6,168,456,6151
2020-07-01,India,Delhi,917,44,151,722,10048
2020-07-01,USA,New York,1232,55,418,759,10762
2020-07-01,USA,California,185,4,106,75,10055
2020-07-01,USA,Texas,1081,30,710,341,8964
2020-07-01,Brazil,São Paulo,3636,165,87,3384,9412
2020-07-01,Brazil,Rio de Janeiro,1548,8,45,1495,6354
2020-07-01,Brazil,Bahia,4256,165,1375,2716,12001
2020-07-01,Italy,Lombardy,4740,87,2673,1980,13705
2020-07-01,Italy,Lazio,4860,170,4343,347,14846
2020-07-01,Italy,Veneto,3647,117,1245,2285,6808
2020-07-01,South Africa,Gauteng,2510,21,1064,1425,7225
2020-07-01,South Africa,KwaZulu-Natal,3966,95,1180,2691,5741
2020-07-01,South Africa,Western Cape,1215,22,582,611,9684
2020-07-02,India,Maharashtra,1362,20,1096,246,7035
2020-07-02,India,Kerala,1493,22,1450,21,5007
2020-07-02,India,Delhi,1320,30,239,1051,2994
2020-07-02,USA,New York,2593,32,1805,756,7859
2020-07-02,USA,California,3028,47,840,2141,4596
2020-07-02,USA,Texas,2596,88,605,1903,9705
2020-07-02,Brazil,São Paulo,3673,138,665,2870,13416
2020-07-02,Brazil,Rio de Janeiro,2470,15,102,2353,10098
2020-07-02,Brazil,Bahia,4091,196,595,3300,12595
2020-07-02,Italy,Lombardy,2623,39,17,2567,12571
2020-07-02,Italy,Lazio,4156,84,2651,1421,9998
2020-07-02,Italy,Veneto,3882,74,3089,719,7291
2020-07-02,South Africa,Gauteng,4630,186,3621,823,11179
2020-07-02,South Africa,KwaZulu-Natal,920,46,490,384,2576
2020-07-02,South Africa,Western Cape,1142,43,239,860,7189
2020-07-03,India,Maharashtra,203,6,158,39,4813
2020-07-03,India,Kerala,3653,91,378,3184,10000
2020-07-03,India,Delhi,450,19,328,103,4647
2020-07-03,USA,New York,4779,134,1819,2826,10332
2020-07-03,USA,California,1603,2,171,1430,11424
2020-07-03,USA,Texas,3649,173,2750,726,6080
2020-07-03,Brazil,São Paulo,4192,100,796,3296,13227
2020-07-03,Brazil,Rio de Janeiro,2603,130,229,2244,9518
2020-07-03,Brazil,Bahia,3256,37,2932,287,11262
2020-07-03,Italy,Lombardy,3028,98,1527,1403,4227
2020-07-03,Italy,Lazio,2331,44,1439,848,8378
2020-07-03,Italy,Veneto,3650,143,358,3149,8183
2020-07-03,South Africa,Gauteng,3639,106,3291,242,11888
2020-07-03,South Africa,KwaZulu-Natal,2364,20,1736,608,10150
2020-07-03,South Africa,Western Cape,1143,53,176,914,4496
2020-07-04,India,Maharashtra,1702,38,972,692,11308
2020-07-04,India,Kerala,2747,16,2419,312,9903
2020-07-04,India,Delhi,724,0,419,305,6202
2020-07-04,USA,New York,3395,44,2276,1075,11966
2020-07-04,USA,California,4652,193,1121,3338,8916
2020-07-04,USA,Texas,1523,48,592,883,10560
2020-07-04,Brazil,São Paulo,345,9,299,37,6324
2020-07-04,Brazil,Rio de Janeiro,4047,143,3030,874,12640
2020-07-04,Brazil,Bahia,1839,3,1620,216,2879
2020-07-04,Italy,Lombardy,1261,33,614,614,10003
2020-07-04,Italy,Lazio,1017,41,681,295,6730
2020-07-04,Italy,Veneto,3417,45,2014,1358,8426
2020-07-04,South Africa,Gauteng,233,1,195,37,5774
2020-07-04,South Africa,KwaZulu-Natal,4039,17,2453,1569,10966
2020-07-04,South Africa,Western Cape,4760,123,4633,4,12904
2020-07-05,India,Maharashtra,2112,80,1404,628,10911
2020-07-05,India,Kerala,979,23,524,432,2266
2020-07-05,India,Delhi,2126,20,239,1867,5520
2020-07-05,USA,New York,2618,118,554,1946,9473
2020-07-05,USA,California,1337,6,558,773,8254
2020-07-05,USA,Texas,3436,162,1458,1816,5234
2020-07-05,Brazil,São Paulo,2374,37,2169,168,4632
2020-07-05,Brazil,Rio de Janeiro,4209,49,1501,2659,6757
2020-07-05,Brazil,Bahia,4905,192,1369,3344,14813
2020-07-05,Italy,Lombardy,2642,80,1233,1329,8089
2020-07-05,Italy,Lazio,2969,24,2188,757,9730
2020-07-05,Italy,Veneto,1177,0,280,897,10666
2020-07-05,South Africa,Gauteng,2305,47,1986,272,10055
2020-07-05,South Africa,KwaZulu-Natal,2787,41,419,2327,7356
2020-07-05,South Africa,Western Cape,1266,28,385,853,10878
2020-07-06,India,Maharashtra,4358,182,933,3243,12195
2020-07-06,India,Kerala,3772,19,477,3276,6922
2020-07-06,India,Delhi,142,7,89,46,6246
2020-07-06,USA,New York,2970,35,1810,1125,12540
2020-07-06,USA,California,2802,44,1247,1511,4273
2020-07-06,USA,Texas,971,14,131,826,4303
2020-07-06,Brazil,São Paulo,1856,39,256,1561,6294
2020-07-06,Brazil,Rio de Janeiro,1066,5,870,191,3896
2020-07-06,Brazil,Bahia,636,1,495,140,8701
2020-07-06,Italy,Lombardy,348,6,55,287,1885
2020-07-06,Italy,Lazio,4206,151,242,3813,12891
2020-07-06,Italy,Veneto,974,16,44,914,3059
2020-07-06,South Africa,Gauteng,2471,85,42,2344,5052
2020-07-06,South Africa,KwaZulu-Natal,1014,38,210,766,5291
2020-07-06,South Africa,Western Cape,1513,44,59,1410,4000
2020-07-07,India,Maharashtra,1192,54,568,570,7890
2020-07-07,India,Kerala,2885,41,2050,794,7847
2020-07-07,India,Delhi,4136,145,279,3712,6759
2020-07-07,USA,New York,4736,195,114,4427,14400
2020-07-07,USA,California,1777,24,577,1176,5591
2020-07-07,USA,Texas,4400,1,808,3591,8906
2020-07-07,Brazil,São Paulo,4130,181,1944,2005,11134
2020-07-07,Brazil,Rio de Janeiro,4828,47,3601,1180,7586
2020-07-07,Brazil,Bahia,1481,45,777,659,9429
2020-07-07,Italy,Lombardy,1755,65,466,1224,9432
2020-07-07,Italy,Lazio,924,20,126,778,9557
2020-07-07,Italy,Veneto,903,33,139,731,10026
2020-07-07,South Africa,Gauteng,2959,73,2282,604,4624
2020-07-07,South Africa,KwaZulu-Natal,673,20,505,148,3568
2020-07-07,South Africa,Western Cape,3152,72,1871,1209,9263
2020-07-08,India,Maharashtra,3636,57,2268,1311,11308
2020-07-08,India,Kerala,2380,109,1752,519,6473
2020-07-08,India,Delhi,570,28,487,55,7590
2020-07-08,USA,New York,1468,1,1380,87,10523
2020-07-08,USA,California,861,25,448,388,10424
2020-07-08,USA,Texas,696,7,146,543,8164
2020-07-08,Brazil,São Paulo,3281,151,416,2714,7045
2020-07-08,Brazil,Rio de Janeiro,530,11,203,316,7078
2020-07-08,Brazil,Bahia,1640,76,827,737,4651
2020-07-08,Italy,Lombardy,1907,54,1485,368,11084
2020-07-08,Italy,Lazio,2281,97,1118,1066,9838
2020-07-08,Italy,Veneto,2917,121,2730,66,10543
2020-07-08,South Africa,Gauteng,3969,130,1142,2697,7383
2020-07-08,South Africa,KwaZulu-Natal,3724,27,500,3197,8831
2020-07-08,South Africa,Western Cape,4008,127,945,2936,7213
2020-07-09,India,Maharashtra,243,1,188,54,2108
2020-07-09,India,Kerala,558,15,27,516,4492
2020-07-09,India,Delhi,3134,154,2782,198,9490
2020-07-09,USA,New York,1251,19,197,1035,3504
2020-07-09,USA,California,4259,196,2016,2047,12894
2020-07-09,USA,Texas,1654,37,1355,262,10811
2020-07-09,Brazil,São Paulo,4016,129,1071,2816,13903
2020-07-09,Brazil,Rio de Janeiro,2814,138,2238,438,4103
2020-07-09,Brazil,Bahia,258,6,225,27,3209
2020-07-09,Italy,Lombardy,3142,115,1288,1739,10307
2020-07-09,Italy,Lazio,3625,117,147,3361,5163
2020-07-09,Italy,Veneto,1448,71,1350,27,7413
2020-07-09,South Africa,Gauteng,1344,62,882,400,4547
2020-07-09,South Africa,KwaZulu-Natal,2559,99,1996,464,5351
2020-07-09,South Africa,Western Cape,4660,172,4018,470,14497
2020-07-10,India,Maharashtra,4687,120,3898,669,8247
2020-07-10,India,Kerala,4150,14,3206,930,9465
2020-07-10,India,Delhi,4052,151,1547,2354,10831
2020-07-10,USA,New York,2330,41,251,2038,3791
2020-07-10,USA,California,4837,11,1050,3776,11840
2020-07-10,USA,Texas,2857,6,2560,291,9448
2020-07-10,Brazil,São Paulo,3117,24,1753,1340,9771
2020-07-10,Brazil,Rio de Janeiro,2927,105,1438,1384,4851
2020-07-10,Brazil,Bahia,2000,31,480,1489,8113
2020-07-10,Italy,Lombardy,4854,21,536,4297,10849
2020-07-10,Italy,Lazio,937,21,173,743,2259
2020-07-10,Italy,Veneto,4410,83,306,4021,12961
2020-07-10,South Africa,Gauteng,3460,145,2108,1207,11360
2020-07-10,South Africa,KwaZulu-Natal,2184,2,1923,259,3548
2020-07-10,South Africa,Western Cape,2592,96,2336,160,9986
2020-07-11,India,Maharashtra,2641,25,2000,616,5280
2020-07-11,India,Kerala,1686,43,1017,626,10923
2020-07-11,India,Delhi,2781,42,2518,221,8688
2020-07-11,USA,New York,2976,111,826,2039,12118
2020-07-11,USA,California,617,26,548,43,5124
2020-07-11,USA,Texas,2354,33,194,2127,8225
2020-07-11,Brazil,São Paulo,4698,102,1850,2746,7204
2020-07-11,Brazil,Rio de Janeiro,4736,24,2759,1953,10214
2020-07-11,Brazil,Bahia,551,18,486,47,8548
2020-07-11,Italy,Lombardy,1718,44,1629,45,3974
2020-07-11,Italy,Lazio,2472,64,1228,1180,10564
2020-07-11,Italy,Veneto,4423,80,1639,2704,12211
2020-07-11,South Africa,Gauteng,3295,64,2559,672,12738
2020-07-11,South Africa,KwaZulu-Natal,3712,171,3127,414,13683
2020-07-11,South Africa,Western Cape,1479,2,1285,192,10936
2020-07-12,India,Maharashtra,1528,73,1022,433,6017
2020-07-12,India,Kerala,3828,68,2612,1148,13556
2020-07-12,India,Delhi,3553,144,2976,433,5534
2020-07-12,USA,New York,4278,51,2984,1243,12855
2020-07-12,USA,California,1210,15,308,887,7129
2020-07-12,USA,Texas,3566,105,1305,2156,5621
2020-07-12,Brazil,São Paulo,1667,52,546,1069,7369
2020-07-12,Brazil,Rio de Janeiro,1315,32,1231,52,6183
2020-07-12,Brazil,Bahia,3324,61,465,2798,6780
2020-07-12,Italy,Lombardy,1572,3,502,1067,7659
2020-07-12,Italy,Lazio,3802,124,2293,1385,11947
2020-07-12,Italy,Veneto,3457,165,151,3141,7766
2020-07-12,South Africa,Gauteng,1305,34,279,992,2782
2020-07-12,South Africa,KwaZulu-Natal,2116,101,1645,370,7667
2020-07-12,South Africa,Western Cape,4511,45,345,4121,13471
2020-07-13,India,Maharashtra,163,0,21,142,6306
2020-07-13,India,Kerala,4928,76,520,4332,12596
2020-07-13,India,Delhi,2977,23,1625,1329,6279
2020-07-13,USA,New York,1933,14,1169,750,11129
2020-07-13,USA,California,988,33,680,275,10593
2020-07-13,USA,Texas,2062,63,1811,188,4540
2020-07-13,Brazil,São Paulo,1950,76,250,1624,8084
2020-07-13,Brazil,Rio de Janeiro,2697,99,966,1632,10625
2020-07-13,Brazil,Bahia,1785,18,218,1549,5654
2020-07-13,Italy,Lombardy,1753,35,900,818,9443
2020-07-13,Italy,Lazio,2083,75,114,1894,11117
2020-07-13,Italy,Veneto,4370,95,925,3350,10555
2020-07-13,South Africa,Gauteng,4470,108,3890,472,9506
2020-07-13,South Africa,KwaZulu-Natal,2275,112,593,1570,9222
2020-07-13,South Africa,Western Cape,3893,183,1506,2204,9942
2020-07-14,India,Maharashtra,172,0,169,3,2067
2020-07-14,India,Kerala,1963,32,1131,800,9265
2020-07-14,India,Delhi,2533,81,1486,966,5532
2020-07-14,USA,New York,4381,60,3624,697,11745
2020-07-14,USA,California,64,3,59,2,5250
2020-07-14,USA,Texas,2464,11,964,1489,8336
2020-07-14,Brazil,São Paulo,1723,20,898,805,7919
2020-07-14,Brazil,Rio de Janeiro,3328,8,1122,2198,5640
2020-07-14,Brazil,Bahia,4027,120,3018,889,11792
2020-07-14,Italy,Lombardy,2725,108,411,2206,6352
2020-07-14,Italy,Lazio,2137,64,271,1802,8901
2020-07-14,Italy,Veneto,3447,154,2986,307,13420
2020-07-14,South Africa,Gauteng,2676,116,112,2448,4529
2020-07-14,South Africa,KwaZulu-Natal,1505,56,1312,137,4734
2020-07-14,South Africa,Western Cape,25,1,6,18,6031
2020-07-15,India,Maharashtra,2570,21,453,2096,6155
2020-07-15,India,Kerala,2044,66,1461,517,5175
2020-07-15,India,Delhi,4866,175,3361,1330,11099
2020-07-15,USA,New York,3698,122,3011,565,6885
2020-07-15,USA,California,2135,22,1341,772,7751
2020-07-15,USA,Texas,1627,10,848,769,8649
2020-07-15,Brazil,São Paulo,1490,50,772,668,6167
2020-07-15,Brazil,Rio de Janeiro,169,0,142,27,4916
2020-07-15,Brazil,Bahia,728,29,203,496,6017
2020-07-15,Italy,Lombardy,1382,6,821,555,9409
2020-07-15,Italy,Lazio,4918,66,1222,3630,7377
2020-07-15,Italy,Veneto,3014,43,2323,648,5936
2020-07-15,South Africa,Gauteng,115,5,67,43,8244
2020-07-15,South Africa,KwaZulu-Natal,3716,172,2024,1520,6657
2020-07-15,South Africa,Western Cape,1838,91,416,1331,5959
2020-07-16,India,Maharashtra,2180,36,2024,120,9439
2020-07-16,India,Kerala,1066,27,423,616,5597
2020-07-16,India,Delhi,2318,93,775,1450,10171
2020-07-16,USA,New York,1477,52,298,1127,2948
2020-07-16,USA,California,2377,33,964,1380,10765
2020-07-16,USA,Texas,2034,47,1193,794,10540
2020-07-16,Brazil,São Paulo,702,0,480,222,3884
2020-07-16,Brazil,Rio de Janeiro,2648,101,869,1678,9931
2020-07-16,Brazil,Bahia,3467,152,1049,2266,5663
2020-07-16,Italy,Lombardy,780,35,60,685,2633
2020-07-16,Italy,Lazio,2726,60,1928,738,9530
2020-07-16,Italy,Veneto,4967,240,372,4355,6054
2020-07-16,South Africa,Gauteng,2077,64,1269,744,9318
2020-07-16,South Africa,KwaZulu-Natal,2478,50,1519,909,5644
2020-07-16,South Africa,Western Cape,4583,10,1469,3104,9847
2020-07-17,India,Maharashtra,1391,64,1009,318,7948
2020-07-17,India,Kerala,3834,33,367,3434,10032
2020-07-17,India,Delhi,4345,110,1161,3074,9611
2020-07-17,USA,New York,957,20,45,892,4052
2020-07-17,USA,California,4089,71,3063,955,10996
2020-07-17,USA,Texas,3523,72,1078,2373,8844
2020-07-17,Brazil,São Paulo,4235,80,3569,586,7938
2020-07-17,Brazil,Rio de Janeiro,2584,125,619,1840,10792
2020-07-17,Brazil,Bahia,435,6,76,353,2329
2020-07-17,Italy,Lombardy,1883,23,73,1787,10587
2020-07-17,Italy,Lazio,2131,20,1913,198,10281
2020-07-17,Italy,Veneto,950,31,41,878,9183
2020-07-17,South Africa,Gauteng,2920,143,1987,790,11419
2020-07-17,South Africa,KwaZulu-Natal,4038,28,3464,546,7463
2020-07-17,South Africa,Western Cape,1012,22,95,895,5349
2020-07-18,India,Maharashtra,2327,23,689,1615,11662
2020-07-18,India,Kerala,2234,72,869,1293,3301
2020-07-18,India,Delhi,4309,196,1479,2634,12131
2020-07-18,USA,New York,629,15,510,104,3174
2020-07-18,USA,California,2692,6,1164,1522,5690
2020-07-18,USA,Texas,3229,95,2418,716,5966
2020-07-18,Brazil,São Paulo,2650,39,118,2493,4978
2020-07-18,Brazil,Rio de Janeiro,3770,181,2701,888,12631
2020-07-18,Brazil,Bahia,3719,160,1103,2456,4814
2020-07-18,Italy,Lombardy,2698,11,2687,0,11121
2020-07-18,Italy,Lazio,2661,33,865,1763,4458
2020-07-18,Italy,Veneto,2317,41,227,2049,4475
2020-07-18,South Africa,Gauteng,4482,154,3124,1204,6998
2020-07-18,South Africa,KwaZulu-Natal,3267,65,729,2473,8200
2020-07-18,South Africa,Western Cape,3267,22,84,3161,7678
2020-07-19,India,Maharashtra,1334,49,824,461,7002
2020-07-19,India,Kerala,1262,15,611,636,10304
2020-07-19,India,Delhi,3541,79,2805,657,6692
2020-07-19,USA,New York,2941,24,1505,1412,12340
2020-07-19,USA,California,1637,62,912,663,8995
2020-07-19,USA,Texas,3902,68,2306,1528,11833
2020-07-19,Brazil,São Paulo,739,27,377,335,4792
2020-07-19,Brazil,Rio de Janeiro,3556,161,1744,1651,6078
2020-07-19,Brazil,Bahia,331,16,174,141,8925
2020-07-19,Italy,Lombardy,1836,82,1405,349,5376
2020-07-19,Italy,Lazio,4057,134,2578,1345,13653
2020-07-19,Italy,Veneto,687,18,479,190,8852
2020-07-19,South Africa,Gauteng,648,30,307,311,4082
2020-07-19,South Africa,KwaZulu-Natal,1046,43,924,79,6967
2020-07-19,South Africa,Western Cape,2036,66,875,1095,7877
2020-07-20,India,Maharashtra,4657,12,4513,132,6910
2020-07-20,India,Kerala,369,16,55,298,9735
2020-07-20,India,Delhi,3480,105,387,2988,12092
2020-07-20,USA,New York,4656,208,2075,2373,11479
2020-07-20,USA,California,2087,74,167,1846,11335
2020-07-20,USA,Texas,133,0,118,15,4074
2020-07-20,Brazil,São Paulo,1492,50,92,1350,3856
2020-07-20,Brazil,Rio de Janeiro,3409,76,1285,2048,11863
2020-07-20,Brazil,Bahia,3685,159,3308,218,9027
2020-07-20,Italy,Lombardy,2796,47,864,1885,6828
2020-07-20,Italy,Lazio,640,16,108,516,8747
2020-07-20,Italy,Veneto,4377,4,47,4326,11847
2020-07-20,South Africa,Gauteng,955,0,175,780,9772
2020-07-20,South Africa,KwaZulu-Natal,3769,177,1659,1933,12743
2020-07-20,South Africa,Western Cape,2480,79,1477,924,9951
2020-07-21,India,Maharashtra,2479,11,512,1956,5692
2020-07-21,India,Kerala,113,1,14,98,1373
2020-07-21,India,Delhi,1541,3,428,1110,10423
2020-07-21,USA,New York,1189,41,495,653,9328
2020-07-21,USA,California,4412,48,705,3659,10342
2020-07-21,USA,Texas,3796,37,1941,1818,11708
2020-07-21,Brazil,São Paulo,178,1,42,135,3675
2020-07-21,Brazil,Rio de Janeiro,3647,124,1931,1592,4968
2020-07-21,Brazil,Bahia,3682,149,993,2540,7980
2020-07-21,Italy,Lombardy,2415,72,1604,739,4249
2020-07-21,Italy,Lazio,2734,2,420,2312,10808
2020-07-21,Italy,Veneto,3405,126,3019,260,9169
2020-07-21,South Africa,Gauteng,303,15,204,84,9267
2020-07-21,South Africa,KwaZulu-Natal,4205,151,2968,1086,13198
2020-07-21,South Africa,Western Cape,1899,91,124,1684,11554
2020-07-22,India,Maharashtra,155,6,147,2,6329
2020-07-22,India,Kerala,4532,16,2194,2322,12366
2020-07-22,India,Delhi,3877,29,2026,1822,10558
2020-07-22,USA,New York,3672,178,1786,1708,5012
2020-07-22,USA,California,1321,36,393,892,10009
2020-07-22,USA,Texas,2816,112,950,1754,12133
2020-07-22,Brazil,São Paulo,1799,75,1402,322,8355
2020-07-22,Brazil,Rio de Janeiro,4932,218,3837,877,8080
2020-07-22,Brazil,Bahia,2403,92,1598,713,10232
2020-07-22,Italy,Lombardy,2951,120,663,2168,7345
2020-07-22,Italy,Lazio,2313,88,353,1872,11224
2020-07-22,Italy,Veneto,1057,11,408,638,4618
2020-07-22,South Africa,Gauteng,4962,125,826,4011,12777
2020-07-22,South Africa,KwaZulu-Natal,4044,77,961,3006,8475
2020-07-22,South Africa,Western Cape,4561,12,148,4401,11439
2020-07-23,India,Maharashtra,2136,45,649,1442,5998
2020-07-23,India,Kerala,4124,8,521,3595,10657
2020-07-23,India,Delhi,3527,29,2529,969,8241
2020-07-23,USA,New York,988,35,229,724,9956
2020-07-23,USA,California,2112,43,1455,614,3876
2020-07-23,USA,Texas,4563,68,1238,3257,14007
2020-07-23,Brazil,São Paulo,4950,171,853,3926,6776
2020-07-23,Brazil,Rio de Janeiro,3586,117,3447,22,6403
2020-07-23,Brazil,Bahia,867,39,624,204,3536
2020-07-23,Italy,Lombardy,4607,10,4155,442,7334
2020-07-23,Italy,Lazio,1368,15,420,933,8293
2020-07-23,Italy,Veneto,1286,37,904,345,10574
2020-07-23,South Africa,Gauteng,4082,187,3565,330,6708
2020-07-23,South Africa,KwaZulu-Natal,1263,46,685,532,4520
2020-07-23,South Africa,Western Cape,1007,12,449,546,8818
2020-07-24,India,Maharashtra,53,0,53,0,8813
2020-07-24,India,Kerala,2796,73,2068,655,6601
2020-07-24,India,Delhi,698,17,381,300,8497
2020-07-24,USA,New York,2954,62,620,2272,12631
2020-07-24,USA,California,3454,58,565,2831,11479
2020-07-24,USA,Texas,3386,104,1879,1403,12842
2020-07-24,Brazil,São Paulo,2963,7,1812,1144,6348
2020-07-24,Brazil,Rio de Janeiro,81,4,8,69,2470
2020-07-24,Brazil,Bahia,2771,80,1645,1046,6463
2020-07-24,Italy,Lombardy,3555,15,1610,1930,5162
